id,pred
20000,0.6260875
20001,0.6801765
20002,0.361494
20003,0.5737289999999999
20004,0.599813
20005,0.210557
20006,0.757607
20007,0.81389
20008,0.9002505000000001
20009,0.648677
20010,0.32672599999999996
20011,0.31594350000000004
20012,0.8171615
20013,0.8275555
20014,0.748178
20015,0.7769185000000001
20016,0.2800085
20017,0.520653
20018,0.470557
20019,0.533705
20020,0.48616550000000003
20021,0.948399
20022,0.761889
20023,0.593335
20024,0.913659
20025,0.3545515
20026,0.6330735000000001
20027,0.926751
20028,0.4788245
20029,0.5745125
20030,0.38984050000000003
20031,0.8043644999999999
20032,0.627528
20033,0.5391085
20034,0.42302300000000004
20035,0.9134125
20036,0.5420575
20037,0.217835
20038,0.691368
20039,0.8241795000000001
20040,0.608525
20041,0.944117
20042,0.253177
20043,0.3284435
20044,0.326287
20045,0.593358
20046,0.850653
20047,0.566714
20048,0.5859585
20049,0.748996
20050,0.954065
20051,0.8911
20052,0.270107
20053,0.7887895
20054,0.476286
20055,0.30841999999999997
20056,0.447238
20057,0.506356
20058,0.7448265000000001
20059,0.41668700000000003
20060,0.782404
20061,0.5815779999999999
20062,0.0094245
20063,0.9091795
20064,0.6506525000000001
20065,0.9885685
20066,0.47830849999999997
20067,0.3219265
20068,0.8052295
20069,0.623085
20070,0.338631
20071,0.479248
20072,0.43441949999999996
20073,0.7095415
20074,0.426608
20075,0.680593
20076,0.038541
20077,0.9269270000000001
20078,0.6714009999999999
20079,0.9254074999999999
20080,0.35579799999999995
20081,0.028719500000000002
20082,0.562059
20083,0.8688184999999999
20084,0.6488775
20085,0.494146
20086,0.8527415
20087,0.715157
20088,0.45236449999999995
20089,0.6333690000000001
20090,0.7637765000000001
20091,0.7956225
20092,0.636941
20093,0.3551525
20094,0.5383935
20095,0.795241
20096,0.8279055
20097,0.088872
20098,0.044962
20099,0.5968825
20100,0.596784
20101,0.425226
20102,0.7173244999999999
20103,0.6610465000000001
20104,0.7563955
20105,0.0472495
20106,0.47366849999999994
20107,0.624285
20108,0.2651205
20109,0.4380925
20110,0.940461
20111,0.791038
20112,0.684617
20113,0.6234580000000001
20114,0.39638399999999996
20115,0.4089925
20116,0.286019
20117,0.8823989999999999
20118,0.502045
20119,0.4706205
20120,0.6951125
20121,0.558333
20122,0.32255999999999996
20123,0.318318
20124,0.4732605
20125,0.28273
20126,0.79348
20127,0.8609825
20128,0.8964455
20129,0.45204200000000005
20130,0.448625
20131,0.41482600000000003
20132,0.8007569999999999
20133,0.664984
20134,0.3218475
20135,0.665756
20136,0.08773700000000001
20137,0.478139
20138,0.6681600000000001
20139,0.532027
20140,0.7005094999999999
20141,0.619075
20142,0.290149
20143,0.4152175
20144,0.37285
20145,0.9559205
20146,0.3536145
20147,0.9790449999999999
20148,0.6963825
20149,0.2329045
20150,0.694125
20151,0.36639750000000004
20152,0.6119135
20153,0.5988785000000001
20154,0.5555295
20155,0.8868345
20156,0.5439879999999999
20157,0.6089994999999999
20158,0.898968
20159,0.545724
20160,0.618718
20161,0.2716815
20162,0.5132595
20163,0.307842
20164,0.6174685
20165,0.24584
20166,0.562854
20167,0.711453
20168,0.5638995
20169,0.54478
20170,0.47455099999999995
20171,0.912902
20172,0.41639349999999997
20173,0.7336689999999999
20174,0.5911765
20175,0.7015834999999999
20176,0.396627
20177,0.593151
20178,0.43089900000000003
20179,0.4822065
20180,0.310062
20181,0.596143
20182,0.8388815000000001
20183,0.2890085
20184,0.7123915
20185,0.7068305
20186,0.634147
20187,0.4498875
20188,0.879383
20189,0.34297900000000003
20190,0.4697025
20191,0.5923475
20192,0.67848
20193,0.6829894999999999
20194,0.3878375
20195,0.289547
20196,0.594528
20197,0.4121805
20198,0.677474
20199,0.09021950000000001
20200,0.286857
20201,0.528825
20202,0.5144635
20203,0.6740895
20204,0.854205
20205,0.6457120000000001
20206,0.5454045000000001
20207,0.7293765
20208,0.608071
20209,0.730146
20210,0.6778905
20211,0.25770899999999997
20212,0.601972
20213,0.41174
20214,0.426118
20215,0.8406370000000001
20216,0.7769535
20217,0.7169225
20218,0.6671695
20219,0.8167365
20220,0.367656
20221,0.247971
20222,0.990384
20223,0.5569595
20224,0.3528925
20225,0.3273205
20226,0.4462565
20227,0.8095635
20228,0.9545015
20229,0.6593709999999999
20230,0.3307275
20231,0.5982395
20232,0.083174
20233,0.9250579999999999
20234,0.6362025
20235,0.628717
20236,0.475359
20237,0.339763
20238,0.577469
20239,0.22524699999999998
20240,0.49870899999999996
20241,0.629238
20242,0.681387
20243,0.317534
20244,0.48604099999999995
20245,0.5678065000000001
20246,0.605758
20247,0.8842535
20248,0.5150385
20249,0.46047800000000005
20250,0.471345
20251,0.627102
20252,0.806021
20253,0.6839605
20254,0.8990555
20255,0.5774999999999999
20256,0.7930250000000001
20257,0.746754
20258,0.4375305
20259,0.8003775
20260,0.8070125
20261,0.39577799999999996
20262,0.586255
20263,0.267575
20264,0.522717
20265,0.2814645
20266,0.22713
20267,0.018774
20268,0.3843375
20269,0.5312725
20270,0.8767659999999999
20271,0.5399795000000001
20272,0.5083805
20273,0.244082
20274,0.861038
20275,0.596155
20276,0.9609565
20277,0.6179034999999999
20278,0.8481975
20279,0.3478075
20280,0.958098
20281,0.5198214999999999
20282,0.41356000000000004
20283,0.3461315
20284,0.949648
20285,0.508537
20286,0.56255
20287,0.8775489999999999
20288,0.9229275
20289,0.534175
20290,0.9214385
20291,0.679189
20292,0.1558455
20293,0.16409200000000002
20294,0.7553915
20295,0.656094
20296,0.3763555
20297,0.4782095
20298,0.32865900000000003
20299,0.6587160000000001
20300,0.43293950000000003
20301,0.8148065
20302,0.6129020000000001
20303,0.9462975
20304,0.886506
20305,0.6283485
20306,0.528326
20307,0.588932
20308,0.015226
20309,0.6285035
20310,0.7726219999999999
20311,0.636476
20312,0.6692405
20313,0.7959025
20314,0.7662825
20315,0.7544325000000001
20316,0.389921
20317,0.7524150000000001
20318,0.5861935
20319,0.1949255
20320,0.9613235
20321,0.7698345
20322,0.033856
20323,0.878232
20324,0.12226
20325,0.6837854999999999
20326,0.780728
20327,0.902196
20328,0.6239159999999999
20329,0.52937
20330,0.44153
20331,0.4736885
20332,0.9165304999999999
20333,0.735433
20334,0.840707
20335,0.961786
20336,0.828767
20337,0.4126845
20338,0.8265865
20339,0.0358185
20340,0.675416
20341,0.7375754999999999
20342,0.962801
20343,0.7146115
20344,0.906488
20345,0.312399
20346,0.8235435
20347,0.388863
20348,0.8638355
20349,0.382463
20350,0.7312814999999999
20351,0.8671359999999999
20352,0.724361
20353,0.9175435000000001
20354,0.3909475
20355,0.566127
20356,0.4931415
20357,0.464573
20358,0.8965755
20359,0.7348665
20360,0.3767105
20361,0.641761
20362,0.273574
20363,0.5430155
20364,0.5064255
20365,0.71354
20366,0.3325535
20367,0.6567315
20368,0.59815
20369,0.498088
20370,0.5390595
20371,0.8080894999999999
20372,0.6195565000000001
20373,0.930712
20374,0.524282
20375,0.983761
20376,0.5485774999999999
20377,0.5367554999999999
20378,0.6805289999999999
20379,0.4840775
20380,0.512273
20381,0.6594085
20382,0.51103
20383,0.35904200000000003
20384,0.885792
20385,0.588816
20386,0.34635099999999996
20387,0.6333135000000001
20388,0.5029
20389,0.8740285
20390,0.965592
20391,0.5615295
20392,0.4814805
20393,0.3023635
20394,0.330197
20395,0.795616
20396,0.7432475000000001
20397,0.434091
20398,0.8732575
20399,0.591464
20400,0.42783799999999994
20401,0.9882475
20402,0.3542615
20403,0.4098545
20404,0.214424
20405,0.565196
20406,0.616693
20407,0.42988950000000004
20408,0.964546
20409,0.40798
20410,0.403437
20411,0.255202
20412,0.773219
20413,0.7747014999999999
20414,0.9772419999999999
20415,0.686382
20416,0.781817
20417,0.8404525
20418,0.5033434999999999
20419,0.8476035
20420,0.7224345
20421,0.6643595
20422,0.4358415
20423,0.5195205
20424,0.401596
20425,0.7696385
20426,0.8235125
20427,0.40174299999999996
20428,0.2301775
20429,0.40354349999999994
20430,0.6596040000000001
20431,0.9614914999999999
20432,0.0191045
20433,0.5961544999999999
20434,0.9081155000000001
20435,0.8582955000000001
20436,0.7884115
20437,0.7111149999999999
20438,0.5896444999999999
20439,0.3658855
20440,0.643096
20441,0.4556675
20442,0.7484500000000001
20443,0.4539575
20444,0.617597
20445,0.9457395
20446,0.462202
20447,0.20597000000000001
20448,0.8217625
20449,0.8437265
20450,0.29783000000000004
20451,0.785112
20452,0.5629379999999999
20453,0.433074
20454,0.36747
20455,0.883601
20456,0.780167
20457,0.018798500000000003
20458,0.7245839999999999
20459,0.5402545000000001
20460,0.868451
20461,0.9627405
20462,0.7253465
20463,0.8546320000000001
20464,0.341031
20465,0.406851
20466,0.9569705
20467,0.5884445
20468,0.014005
20469,0.7560279999999999
20470,0.41825
20471,0.302631
20472,0.060441
20473,0.43840650000000003
20474,0.354554
20475,0.596619
20476,0.616143
20477,0.5512539999999999
20478,0.725382
20479,0.7095404999999999
20480,0.798881
20481,0.9561625
20482,0.382833
20483,0.479428
20484,0.8215334999999999
20485,0.7590779999999999
20486,0.9362235
20487,0.8308605
20488,0.61879
20489,0.4949365
20490,0.5718445
20491,0.3304805
20492,0.277188
20493,0.8028630000000001
20494,0.5716195
20495,0.40691900000000003
20496,0.25113050000000003
20497,0.8206655
20498,0.8903415
20499,0.3319565
20500,0.446087
20501,0.956471
20502,0.6229640000000001
20503,0.48266149999999997
20504,0.9572205
20505,0.903064
20506,0.4654965
20507,0.07507
20508,0.22835149999999999
20509,0.48927200000000004
20510,0.8618345000000001
20511,0.86033
20512,0.3527385
20513,0.8152235
20514,0.316861
20515,0.535184
20516,0.6232085
20517,0.5543175
20518,0.8277855000000001
20519,0.678495
20520,0.8604385
20521,0.013165999999999999
20522,0.8054435
20523,0.2582665
20524,0.688137
20525,0.455861
20526,0.268829
20527,0.886683
20528,0.0063805
20529,0.465986
20530,0.6226430000000001
20531,0.47042950000000006
20532,0.7105330000000001
20533,0.991063
20534,0.8493885
20535,0.598746
20536,0.8126215
20537,0.7824095
20538,0.356515
20539,0.823527
20540,0.5468855
20541,0.8782895
20542,0.4326685
20543,0.348196
20544,0.9729384999999999
20545,0.778728
20546,0.484323
20547,0.766493
20548,0.8923924999999999
20549,0.5999924999999999
20550,0.45135649999999994
20551,0.5129905
20552,0.7448524999999999
20553,0.898935
20554,0.746298
20555,0.7360169999999999
20556,0.639065
20557,0.8356825
20558,0.8021885
20559,0.3854535
20560,0.35988200000000004
20561,0.9767025
20562,0.469078
20563,0.5401625
20564,0.7827759999999999
20565,0.818608
20566,0.5343895000000001
20567,0.23328549999999998
20568,0.7249289999999999
20569,0.611903
20570,0.59687
20571,0.4113175
20572,0.479777
20573,0.6221615
20574,0.5789030000000001
20575,0.43148200000000003
20576,0.7706675000000001
20577,0.802735
20578,0.270731
20579,0.530557
20580,0.834424
20581,0.3090935
20582,0.802812
20583,0.9172505
20584,0.7157625
20585,0.6922825
20586,0.8007185
20587,0.7976455
20588,0.772268
20589,0.935766
20590,0.25301250000000003
20591,0.363908
20592,0.645964
20593,0.782759
20594,0.9142775000000001
20595,0.273059
20596,0.270642
20597,0.785686
20598,0.629408
20599,0.5102555
20600,0.7410335
20601,0.317899
20602,0.6353635
20603,0.6576555
20604,0.794654
20605,0.2310715
20606,0.6094660000000001
20607,0.383653
20608,0.78816
20609,0.279849
20610,0.3822455
20611,0.7593495
20612,0.4432235
20613,0.925964
20614,0.8196559999999999
20615,0.3909195
20616,0.405219
20617,0.6446125
20618,0.7703994999999999
20619,0.3672965
20620,0.529077
20621,0.3957765
20622,0.319188
20623,0.475433
20624,0.5673885000000001
20625,0.9956659999999999
20626,0.8640365
20627,0.301223
20628,0.945659
20629,0.6356189999999999
20630,0.9636225
20631,0.42047349999999994
20632,0.6137245
20633,0.39786750000000004
20634,0.914914
20635,0.450255
20636,0.0065665
20637,0.19427250000000001
20638,0.6337254999999999
20639,0.639741
20640,0.9305525
20641,0.346532
20642,0.831117
20643,0.411134
20644,0.3981015
20645,0.9261815
20646,0.8115465
20647,0.731599
20648,0.673395
20649,0.934752
20650,0.9092715
20651,0.6218764999999999
20652,0.944581
20653,0.6103635000000001
20654,0.623756
20655,0.737172
20656,0.424166
20657,0.8977415
20658,0.5513345
20659,0.027593
20660,0.26916650000000003
20661,0.010006000000000001
20662,0.7447835
20663,0.61614
20664,0.574859
20665,0.7731915
20666,0.685802
20667,0.3571235
20668,0.80887
20669,0.588309
20670,0.9298045
20671,0.5545645
20672,0.482922
20673,0.7088965
20674,0.477614
20675,0.658513
20676,0.5773355
20677,0.2471785
20678,0.285899
20679,0.597613
20680,0.5580745
20681,0.5263065
20682,0.45867349999999996
20683,0.544609
20684,0.643166
20685,0.866152
20686,0.994794
20687,0.01199
20688,0.840882
20689,0.463555
20690,0.34079349999999997
20691,0.3969045
20692,0.552005
20693,0.7606474999999999
20694,0.289581
20695,0.575399
20696,0.717106
20697,0.682842
20698,0.5669245
20699,0.7819415000000001
20700,0.561932
20701,0.393841
20702,0.5284635
20703,0.8212919999999999
20704,0.2582295
20705,0.016956
20706,0.899616
20707,0.278588
20708,0.2812205
20709,0.49964549999999996
20710,0.5659855
20711,0.5443185
20712,0.824504
20713,0.6706995
20714,0.444104
20715,0.813287
20716,0.79938
20717,0.8788210000000001
20718,0.587758
20719,0.6952185
20720,0.578246
20721,0.6070420000000001
20722,0.4304125
20723,0.44450599999999996
20724,0.8125344999999999
20725,0.299228
20726,0.3410875
20727,0.5153829999999999
20728,0.4715005
20729,0.038689499999999995
20730,0.573585
20731,0.1458755
20732,0.546936
20733,0.920452
20734,0.3223105
20735,0.5721615
20736,0.7697725
20737,0.4251245
20738,0.9220980000000001
20739,0.6321524999999999
20740,0.7257279999999999
20741,0.7692315000000001
20742,0.39971049999999997
20743,0.5637445000000001
20744,0.4687285
20745,0.2539635
20746,0.417656
20747,0.5520825
20748,0.31849550000000004
20749,0.375612
20750,0.8196355
20751,0.469181
20752,0.950337
20753,0.9243745
20754,0.5318195
20755,0.0164035
20756,0.8282415000000001
20757,0.9214815000000001
20758,0.9889760000000001
20759,0.2817385
20760,0.7176135
20761,0.653382
20762,0.515803
20763,0.8670015
20764,0.2989225
20765,0.8396715
20766,0.847678
20767,0.7844965
20768,0.9285755
20769,0.4260925
20770,0.6908725
20771,0.6510020000000001
20772,0.38638649999999997
20773,0.731859
20774,0.409906
20775,0.6451035
20776,0.9468925
20777,0.731582
20778,0.498232
20779,0.430272
20780,0.871707
20781,0.3701315
20782,0.5421855
20783,0.7893745
20784,0.5950584999999999
20785,0.4865155
20786,0.8352984999999999
20787,0.755221
20788,0.498467
20789,0.992961
20790,0.4715125
20791,0.6741195
20792,0.775887
20793,0.8921445
20794,0.44203950000000003
20795,0.5745245
20796,0.5787295
20797,0.572741
20798,0.863819
20799,0.5878295
20800,0.31312
20801,0.9621255
20802,0.525536
20803,0.40445
20804,0.764991
20805,0.742464
20806,0.8428045
20807,0.9879184999999999
20808,0.5081635
20809,0.339323
20810,0.906863
20811,0.349491
20812,0.619137
20813,0.464815
20814,0.8587025
20815,0.156669
20816,0.22036850000000002
20817,0.6768315
20818,0.7113025
20819,0.5215190000000001
20820,0.490258
20821,0.987949
20822,0.9341125
20823,0.495212
20824,0.9675294999999999
20825,0.3434545
20826,0.990803
20827,0.339074
20828,0.5111764999999999
20829,0.9843649999999999
20830,0.4653565
20831,0.6740605
20832,0.9325275
20833,0.841693
20834,0.5612535000000001
20835,0.8215185
20836,0.27509700000000004
20837,0.4104755
20838,0.748821
20839,0.575679
20840,0.748718
20841,0.49214399999999997
20842,0.5241725
20843,0.381114
20844,0.6180680000000001
20845,0.3189845
20846,0.812686
20847,0.3301485
20848,0.558177
20849,0.2968645
20850,0.6576930000000001
20851,0.3339305
20852,0.7051845
20853,0.6660745
20854,0.6639875
20855,0.507108
20856,0.505512
20857,0.498495
20858,0.8088145
20859,0.943557
20860,0.283266
20861,0.7736405
20862,0.620206
20863,0.5735355
20864,0.1332985
20865,0.389662
20866,0.3541335
20867,0.28851499999999997
20868,0.6262365000000001
20869,0.559964
20870,0.8643810000000001
20871,0.6550275
20872,0.7307950000000001
20873,0.520697
20874,0.131807
20875,0.6314919999999999
20876,0.5462555
20877,0.4181185
20878,0.5559879999999999
20879,0.7742935
20880,0.9564095
20881,0.4321445
20882,0.8011330000000001
20883,0.745522
20884,0.449657
20885,0.2617545
20886,0.7451355
20887,0.7273765000000001
20888,0.495508
20889,0.7701125
20890,0.819167
20891,0.3482395
20892,0.956734
20893,0.6969815
20894,0.6392715
20895,0.6730415000000001
20896,0.607556
20897,0.76689
20898,0.5320165
20899,0.789218
20900,0.586626
20901,0.7541545000000001
20902,0.414371
20903,0.7579935
20904,0.46928099999999995
20905,0.7679675
20906,0.809857
20907,0.45103250000000006
20908,0.6880170000000001
20909,0.511954
20910,0.6171135
20911,0.6569695
20912,0.9470185
20913,0.60859
20914,0.757997
20915,0.6190709999999999
20916,0.458042
20917,0.3259385
20918,0.4794315
20919,0.387939
20920,0.6475885
20921,0.9720805
20922,0.939662
20923,0.315678
20924,0.24036849999999998
20925,0.5839385
20926,0.358046
20927,0.9332644999999999
20928,0.7076795
20929,0.3429215
20930,0.329777
20931,0.3793115
20932,0.554468
20933,0.4704905
20934,0.49781149999999996
20935,0.8761464999999999
20936,0.48852399999999996
20937,0.270075
20938,0.902207
20939,0.525332
20940,0.5831115
20941,0.534948
20942,0.6504989999999999
20943,0.8567450000000001
20944,0.3489035
20945,0.9704025000000001
20946,0.7556324999999999
20947,0.516407
20948,0.43861400000000006
20949,0.7803264999999999
20950,0.7649334999999999
20951,0.9366665000000001
20952,0.7392055
20953,0.6524675
20954,0.5145565
20955,0.1611105
20956,0.5512429999999999
20957,0.5074155
20958,0.0195115
20959,0.447932
20960,0.7636944999999999
20961,0.412586
20962,0.3432305
20963,0.726444
20964,0.6455855
20965,0.36331199999999997
20966,0.9586345000000001
20967,0.511927
20968,0.476207
20969,0.6919605
20970,0.5479674999999999
20971,0.8996165
20972,0.5149425
20973,0.7141765
20974,0.9132865
20975,0.9072775
20976,0.926282
20977,0.687314
20978,0.7764945
20979,0.461519
20980,0.9189645
20981,0.926112
20982,0.8591065
20983,0.545879
20984,0.19057849999999998
20985,0.27908700000000003
20986,0.7327840000000001
20987,0.43584599999999996
20988,0.5577274999999999
20989,0.2482875
20990,0.2725305
20991,0.451308
20992,0.561675
20993,0.829852
20994,0.5577909999999999
20995,0.547045
20996,0.3033035
20997,0.7439945
20998,0.608023
20999,0.2224275
21000,0.8865909999999999
21001,0.35757099999999997
21002,0.5130065
21003,0.655454
21004,0.366818
21005,0.7159325
21006,0.6759985
21007,0.5955625
21008,0.6102890000000001
21009,0.43676499999999996
21010,0.778925
21011,0.410557
21012,0.505941
21013,0.6859029999999999
21014,0.6837785000000001
21015,0.36242850000000004
21016,0.737908
21017,0.417231
21018,0.8461320000000001
21019,0.431183
21020,0.33347000000000004
21021,0.9527235
21022,0.509191
21023,0.6046674999999999
21024,0.6905575
21025,0.433281
21026,0.7899700000000001
21027,0.992745
21028,0.060901000000000004
21029,0.795674
21030,0.7282985
21031,0.5900585
21032,0.577993
21033,0.290315
21034,0.8832475
21035,0.6792260000000001
21036,0.3340965
21037,0.769165
21038,0.8714215000000001
21039,0.5120925000000001
21040,0.9295905
21041,0.9726600000000001
21042,0.49192199999999997
21043,0.8065585
21044,0.7998555
21045,0.6999435
21046,0.586633
21047,0.795963
21048,0.534235
21049,0.4585965
21050,0.379617
21051,0.7323554999999999
21052,0.8585825
21053,0.3656515
21054,0.36824250000000003
21055,0.2614995
21056,0.4417945
21057,0.4958995
21058,0.6292344999999999
21059,0.588519
21060,0.519387
21061,0.545722
21062,0.484234
21063,0.4987745
21064,0.9654085
21065,0.646581
21066,0.9612255000000001
21067,0.448238
21068,0.518212
21069,0.701037
21070,0.8898495
21071,0.686599
21072,0.596352
21073,0.5564899999999999
21074,0.618935
21075,0.4112885
21076,0.55322
21077,0.35019449999999996
21078,0.849529
21079,0.9507304999999999
21080,0.829034
21081,0.032884
21082,0.9205605
21083,0.371801
21084,0.2532085
